Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,Time required to start a business - Women (days),26,22,22,22,22,22,22,22,22,22,22,22
Antigua and Barbuda,Time required to start a business (days),26,22,22,22,22,22,22,22,22,22,22,22
Antigua and Barbuda,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,51,51,51
Antigua and Barbuda,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,109,109,48
Antigua and Barbuda,Time to prepare and pay taxes (hours),184,184,184,207,207,207,207,207,207,207,207,207
Antigua and Barbuda,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,3,3,3
Antigua and Barbuda,Total tax rate (% of profit),51.5,47.6,46.2,46.2,41,41,41,41,40.9,41.6,41.9,41.9
Antigua and Barbuda,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,546,546,546
Antigua and Barbuda,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,546,546,546
Antigua and Barbuda,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,85,85,85
Antigua and Barbuda,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,85,85,85
Argentina,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,11,11,11
Argentina,Cost – Women (% of income per capita),12.5,11.6,9.4,8.8,13.7,16.7,14,12.2,19.9,15.1,9.7,9.3
Argentina,Cost to build a warehouse (% of income per capita),1.2,1.1,0.9,0.7,0.5,4.4,3.6,2.8,4,3.5,2.6,2.8
Argentina,Cost to enforce a contract (% of claim),16.5,16.5,16.5,16.5,16.5,16.5,16.5,18.5,20.5,22.5,22.5,22.5
Argentina,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,60,60,60
Argentina,Cost to get electricity (% of income per capita),..,..,..,..,45.7,46.3,37.6,32,37.3,41.9,24.9,32.2
Argentina,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Argentina,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,120,120,120
Argentina,Cost to register property (% of property value),8,7.8,7,7,7,7,7,7,6.6,6.6,6.6,6.6
Argentina,Cost to start a business (% of income per capita),12.5,11.6,9.4,8.8,13.7,16.7,14,12.2,19.9,15.1,9.7,9.3
Argentina,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,2,2,2,2
Argentina,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Argentina,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,8,8,8,8
Argentina,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,118,116
Argentina,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Argentina,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5,5,5,5
Argentina,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,7,7,7,7
Argentina,Extent of director liability index (0 to 10),2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Extent of disclosure index (0 to 10),7,7,7,7,7,7,7,7,7,7,7,7
Argentina,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,7.3,7.3,7.3,7.3
Argentina,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,9,9,9,9
Argentina,Labor tax and contributions (%),..,..,..,..,..,..,..,..,29.4,29.3,29.3,29.3
Argentina,Minimum paid-in capital required to start a business (% of income per capita),21.8,18.8,15.9,12.4,9.8,9.1,7.3,5.7,5.7,4,2.3,0
Argentina,Other taxes (%),..,..,..,..,..,..,..,..,..,108.1,108.1,108.1
Argentina,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Argentina,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,17,17
Argentina,Private credit bureau coverage (% of adults),95,100,100,100,100,100,100,100,100,100,100,100
Argentina,Procedures required to build a warehouse (number),21,21,21,21,21,21,21,21,21,21,21,21
Argentina,Procedures required to connect to electricity (number),..,..,..,..,6,6,6,6,6,6,6,6
Argentina,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Argentina,Procedures required to register property (number),5,5,5,5,6,6,7,7,7,7,7,7
Argentina,Procedures required to start a business - Women (number),13,13,13,14,14,14,14,14,14,14,14,14
Argentina,Procedures required to start a business (number),13,13,13,14,14,14,14,14,14,14,14,14
Argentina,Profit tax (%),107.3,107.3,107.3,107.3,107.3,107.4,107.4,107.5,119.4,137.4,137.6,106
Argentina,Public credit registry coverage (% of adults),22.1,25.4,25.5,31.2,34.3,30.8,35.9,37,41.9,41.2,42.6,41.6
Argentina,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,13,13,13
Argentina,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,5,5,5
Argentina,Resolving Insolvency: cost (% of estate),14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
Argentina,Resolving Insolvency: recovery rate (cents on the dollar),34.9,34.2,32.4,28.1,28.1,30.9,31.1,29.1,29.1,27,23.1,22.6
Argentina,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,7.3,7.3,7.3,7.3
Argentina,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,9.5,9.5,9.5,9.5
Argentina,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6.2,6.2,6.2,6.2
Argentina,Tax payments (number),62,19,19,9,9,9,9,9,9,9,9,9
Argentina,Time required to build a warehouse (days),341,341,341,341,341,341,341,341,341,341,341,341
Argentina,Time required to connect to electricity (days),..,..,..,..,91,91,91,91,91,92,92,92
Argentina,Time required to enforce a contract (days),590,590,590,590,590,590,590,660,660,660,660,660
Argentina,Time required to register property (days),51,51,51,51,51,51,51.5,51.5,51.5,51.5,51.5,51.5
Argentina,Time required to start a business - Women (days),30,30,30,30.5,25.5,25,25,25,25,25,25,25
Argentina,Time required to start a business (days),30,30,30,30.5,25.5,25,25,25,25,25,25,25
Argentina,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,30,30,30
Argentina,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,336,336,192
Argentina,Time to prepare and pay taxes (hours),453,453,453,453,453,453,415,405,405,405,405,359
Argentina,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2.8,2.8,2.8
Argentina,Total tax rate (% of profit),107.3,107.3,107.3,107.3,107.3,107.4,107.4,107.5,119.4,137.4,137.6,106
Argentina,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,150,150,150
Argentina,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,1200,1200,1200
Argentina,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,21,21,21
Argentina,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,60,60,60
Armenia,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,8,8,8
Armenia,Cost – Women (% of income per capita),6.1,5.1,4.8,3.6,2.6,3.1,2.9,2.5,1.1,1,1,0.9
Armenia,Cost to build a warehouse (% of income per capita),10.8,11.2,3,2.2,2.1,2.4,1.1,1.3,1.4,1.1,1,0.9
Armenia,Cost to enforce a contract (% of claim),21,21,21,21,21,21,21,21,16,16,16,16
Armenia,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,150,150,150
Armenia,Cost to get electricity (% of income per capita),..,..,..,..,238.5,278.9,257.8,107.3,98.9,92.6,87.3,80.3
Armenia,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,100,100,100
Armenia,Cost to register property (% of property value),0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Armenia,Cost to start a business (% of income per capita),6.1,5.1,4.8,3.6,2.6,3.1,2.9,2.5,1.1,1,1,0.9
Armenia,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,5,5,5,7
Armenia,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,8,8,8,8
Armenia,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,43,38
Armenia,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,8,8,8,8
Armenia,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Armenia,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,7,7,7,7
Armenia,Extent of director liability index (0 to 10),2,2,2,2,2,2,2,6,6,6,6,6
Armenia,Extent of disclosure index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Armenia,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5.7,5.7,5.7,5.7
Armenia,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,8,8,8,8
Armenia,Labor tax and contributions (%),..,..,..,..,..,..,..,..,23,0,0,0
Armenia,Minimum paid-in capital required to start a business (% of income per capita),4,3.3,3.1,2.3,0,0,0,0,0,0,0,0
Armenia,Other taxes (%),..,..,..,..,..,..,..,..,..,0.8,0.8,0.8
Armenia,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Armenia,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,49.1,49.1
Armenia,Private credit bureau coverage (% of adults),0,0,13.5,24.4,34.5,38.3,46.6,56,63.8,65.8,94.1,71.1
Armenia,Procedures required to build a warehouse (number),25,23,23,21,21,21,20,20,20,20,18,18
Armenia,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,4,4,4,4,4
Armenia,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Procedures required to register property (number),4,3,3,3,3,3,3,3,3,3,3,3
Armenia,Procedures required to start a business - Women (number),10,9,9,9,6,6,4,4,3,3,3,3
Armenia,Procedures required to start a business (number),10,9,9,9,6,6,4,4,3,3,3,3
Armenia,Profit tax (%),36.6,36.6,38.9,38.6,38.6,38.6,38.8,38.8,35.9,20.1,20,18.5
Armenia,Public credit registry coverage (% of adults),2.6,1.5,2.8,2.6,4.4,16.9,23.7,20.5,21.9,23.5,0,0
Armenia,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,21,21,21
Armenia,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,4,4,5
Armenia,Resolving Insolvency: cost (% of estate),11,11,11,11,11,11,11,11,11,11,11,11
Armenia,Resolving Insolvency: recovery rate (cents on the dollar),35.6,36.5,36.6,36.6,36.6,35.6,35.3,36.1,36.4,37.2,36.9,36.2
Armenia,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5.7,5.7,5.7,5.7
Armenia,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,8.5,8.5,8.5,8.5
Armenia,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Armenia,Tax payments (number),54,54,54,54,54,54,38,17,14,14,14,14
Armenia,Time required to build a warehouse (days),192,158,158,156,144,144,84,84,84,84,84,84
Armenia,Time required to connect to electricity (days),..,..,..,..,235,235,235,235,180,180,138,138
Armenia,Time required to enforce a contract (days),285,285,285,285,285,285,570,570,570,570,570,570
Armenia,Time required to register property (days),6,5,5,5,5,7,7,7,7,7,7,7
Armenia,Time required to start a business - Women (days),18,17,17,17,14,14,8,8,4,4,4,4
Armenia,Time required to start a business (days),18,17,17,17,14,14,8,8,4,4,4,4
Armenia,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,2,2,2
Armenia,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,2,2,2
Armenia,Time to prepare and pay taxes (hours),572,572,578,578,578,578,498,372,372,313,313,313
Armenia,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.9,1.9,1.9
Armenia,Total tax rate (% of profit),36.6,36.6,38.9,38.6,38.6,38.6,38.8,38.8,35.9,20.1,20,18.5
Armenia,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,250,100,100
Armenia,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,250,100,100
Armenia,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,51,39,39
Armenia,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,51,41,41
Azerbaijan,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,12,12,12
Azerbaijan,Cost – Women (% of income per capita),12.3,9.3,6.9,4.3,2.9,3.1,2.7,2.3,1,3.1,1.2,1.3
Azerbaijan,Cost to build a warehouse (% of income per capita),25.3,19.2,13.9,8.8,6.4,7,6.1,5.4,5.2,4.3,4.1,4.5
Azerbaijan,Cost to enforce a contract (% of claim),18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
Azerbaijan,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,300,300,300
Azerbaijan,Cost to get electricity (% of income per capita),..,..,..,..,739.8,779.6,677.6,591.2,122.9,106.8,103.6,150.4
Azerbaijan,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,200,200,200
Azerbaijan,Cost to register property (% of property value),0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2
Azerbaijan,Cost to start a business (% of income per capita),12.3,9.3,6.9,4.3,2.9,3.1,2.7,2.3,1,3.1,1.2,1.3
Azerbaijan,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,2,2,2,2
Azerbaijan,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,6,6
Azerbaijan,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,61,65
Azerbaijan,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,8,8,8,8
Azerbaijan,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.7,6.7,7.7,7.7
Azerbaijan,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,6
Azerbaijan,Extent of director liability index (0 to 10),1,1,1,5,5,5,5,5,5,5,5,5
Azerbaijan,Extent of disclosure index (0 to 10),4,4,4,7,7,7,7,7,7,7,10,10
Azerbaijan,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Azerbaijan,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,7,7,7,7
Azerbaijan,Labor tax and contributions (%),..,..,..,..,..,..,..,..,24.8,24.8,24.8,24.8
Azerbaijan,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Other taxes (%),..,..,..,..,..,..,..,..,..,2.1,2.1,2.1
Azerbaijan,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Azerbaijan,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,81,81
Azerbaijan,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Procedures required to build a warehouse (number),23,23,23,23,23,23,23,23,25,24,18,18
Azerbaijan,Procedures required to connect to electricity (number),..,..,..,..,7,7,7,7,7,7,7,7
Azerbaijan,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,Procedures required to register property (number),7,7,7,3,3,3,3,3,3,3,3,3
Azerbaijan,Procedures required to start a business - Women (number),13,13,12,6,6,6,6,6,3,3,2,2
Azerbaijan,Procedures required to start a business (number),13,13,12,6,6,6,6,6,3,3,2,2
Azerbaijan,Profit tax (%),46.4,42.2,40.9,40.9,40.9,40.9,40,40,39.8,39.8,39.8,39.8
Azerbaijan,Public credit registry coverage (% of adults),0.4,1.1,1.4,3.1,6.9,7,15.6,17.7,23,28.7,33.6,36.4
Azerbaijan,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,15.5,15.5,15.5
Azerbaijan,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,4,4,4
Azerbaijan,Resolving Insolvency: cost (% of estate),12,12,12,12,12,12,12,12,12,12,12,12
Azerbaijan,Resolving Insolvency: recovery rate (cents on the dollar),40.6,40.2,39.5,38.5,38.5,37.6,38.2,38.9,39.2,39.3,39.5,39.6
Azerbaijan,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Azerbaijan,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,7.5,7.5,7.5,7.5
Azerbaijan,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6,6,6.5,6.5
Azerbaijan,Tax payments (number),37,37,37,22,22,18,18,18,18,7,7,6
Azerbaijan,Time required to build a warehouse (days),216,216,216,216,216,216,217,217,225,175,203,203
Azerbaijan,Time required to connect to electricity (days),..,..,..,..,174,174,174,174,97,87,77,69
Azerbaijan,Time required to enforce a contract (days),267,267,267,237,237,237,237,237,277,277,277,277
Azerbaijan,Time required to register property (days),59,59,52,10,10,10,10,10,10,8.5,8.5,8.5
Azerbaijan,Time required to start a business - Women (days),113,51,36,10,10,8,8,8,7,5,3,3
Azerbaijan,Time required to start a business (days),113,51,36,10,10,8,8,8,7,5,3,3
Azerbaijan,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,35,35,33
Azerbaijan,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,41,41,38
Azerbaijan,Time to prepare and pay taxes (hours),756,1000,952,376,376,306,225,214,214,195,195,195
Azerbaijan,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.5,1.5,1.5
Azerbaijan,Total tax rate (% of profit),46.4,42.2,40.9,40.9,40.9,40.9,40,40,39.8,39.8,39.8,39.8
Azerbaijan,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,214,214,214
Azerbaijan,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,423,423,423
Azerbaijan,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,34,34,29
Azerbaijan,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,32,32,30
"Bahamas, The",Building quality control index (0-15),..,..,..,..,..,..,..,..,..,9,9,9
"Bahamas, The",Cost – Women (% of income per capita),..,..,10.3,9.8,8.5,10.7,10.6,10.3,10.4,10.2,10.8,13.8
"Bahamas, The",Cost to build a warehouse (% of income per capita),..,..,1,1,0.9,0.9,0.9,0.8,0.9,1,1.1,1
"Bahamas, The",Cost to enforce a contract (% of claim),..,..,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
"Bahamas, The",Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,550,550,550
"Bahamas, The",Cost to get electricity (% of income per capita),..,..,..,..,107.6,114.5,112.7,103,102.1,133.2,148.9,146.8
"Bahamas, The",Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,550,550,550
"Bahamas, The",Cost to register property (% of property value),..,..,12.5,12.5,12.5,12.5,14.1,14.1,12.1,12.1,12.2,4.7
"Bahamas, The",Cost to start a business (% of income per capita),..,..,10.3,9.8,8.5,10.7,10.6,10.3,10.4,10.2,10.8,13.8
"Bahamas, The",Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,6,6,6,6
"Bahamas, The",Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,0,0
"Bahamas, The",Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,120,121
"Bahamas, The",Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,8,8,8,8
